L,g,E_p0,E_p1,E_p2,E_m0,E_m1,E_m2,Mx
   9, 9.27912458666013E-01,-1.11231222647776E+01,-9.75423044634882E+00,-8.50672493559266E+00,-1.10160833696278E+01,-9.54619766148580E+00,-9.54619766148579E+00, 8.14429941249410E-01
   9, 9.78464473789263E-01,-1.13953379983517E+01,-1.00184950296682E+01,-8.72810045112953E+00,-1.12428590389208E+01,-9.84583351075580E+00,-9.84583351075577E+00,-7.82022373854948E-01
   9, 1.00000000000000E+00,-1.15175409662873E+01,-1.01283555449518E+01,-8.82294825561951E+00,-1.13425636392354E+01,-9.97448306593274E+00,-9.97448306593273E+00,-7.67722362767909E-01
   9, 1.03620543362764E+00,-1.17310189047927E+01,-1.03095126530547E+01,-8.98309492987657E+00,-1.15141436825820E+01,-1.01920469350009E+01,-1.01920469350009E+01,-7.43487962494501E-01
   9, 1.10514650599932E+00,-1.21631696379724E+01,-1.06434182552905E+01,-9.29028444005255E+00,-1.18536952059211E+01,-1.06104874505085E+01,-1.06104874505085E+01,-6.98488508593073E-01
   9, 1.19119050350306E+00,-1.27425822108501E+01,-1.10444469349585E+01,-9.67744209021532E+00,-1.22986487263608E+01,-1.11396990305953E+01,-1.11396990305952E+01,-6.48047811884678E-01
   9, 1.30344703838640E+00,-1.35493037120193E+01,-1.15521254835604E+01,-1.01880659624723E+01,-1.29091009489629E+01,-1.18403131220718E+01,-1.18403131220718E+01, 5.94898926870009E-01
   9, 1.45653857938074E+00,-1.47131937395817E+01,-1.22341373921581E+01,-1.08929942936279E+01,-1.37851161156987E+01,-1.28114415013026E+01,-1.28114415013025E+01,-5.42855100777044E-01
   9, 1.67478104814623E+00,-1.64521848264764E+01,-1.32091423673536E+01,-1.19116839730851E+01,-1.50973271369826E+01,-1.42207013449934E+01,-1.42207013449934E+01,-4.95381425650484E-01
   9, 2.00000000000000E+00,-1.91444795718794E+01,-1.46880603512829E+01,-1.34521683464434E+01,-1.71431182779837E+01,-1.63604417049525E+01,-1.63604417049525E+01, 4.54487697500788E-01
  10, 0.00000000000000E+00,-1.00000000000000E+01,-6.00000000000001E+00,-6.00000000000000E+00,-1.00000000000000E+01,-6.00000000000000E+00,-6.00000000000000E+00, 1.00000000000000E+00
  10, 2.18242468765491E-01,-1.01194332517168E+01,-6.93821856277964E+00,-6.74998317553260E+00,-1.01194331626788E+01,-6.88917751700963E+00,-6.88917751700959E+00, 9.93918389792594E-01
  10, 3.71334009759827E-01,-1.03478102136657E+01,-7.72005166342975E+00,-7.35898659609163E+00,-1.03477928594042E+01,-7.62477619546141E+00,-7.62477619546140E+00, 9.81624528422510E-01
  10, 4.83590544643172E-01,-1.05938620491079E+01,-8.35237705039814E+00,-7.84172133436897E+00,-1.05936302842031E+01,-8.21709432440870E+00,-8.21709432440866E+00, 9.67249609093179E-01
  10, 5.69634542146905E-01,-1.08297622386352E+01,-8.86619721480468E+00,-8.22953856873333E+00,-1.08286304677224E+01,-8.69857617123853E+00,-8.69857617123850E+00,-9.52149953662840E-01
  10, 6.38575614518591E-01,-1.10502857819879E+01,-9.29239697190863E+00,-8.55012188769639E+00,-1.10469209503551E+01,-9.10007582845023E+00,-9.10007582845021E+00, 9.36631685478842E-01
  10, 6.96316574356964E-01,-1.12582013764160E+01,-9.65628282252539E+00,-8.82471333089537E+00,-1.12506285606940E+01,-9.44627735281052E+00,-9.44627735281046E+00,-9.20529696783629E-01
  10, 7.46868589480215E-01,-1.14590823066422E+01,-9.97754682063037E+00,-9.06929545476184E+00,-1.14446725792736E+01,-9.75628636866172E+00,-9.75628636866168E+00,-9.03419153388663E-01
  10, 7.93132405742996E-01,-1.16597035413948E+01,-1.02715737059329E+01,-9.29629629733557E+00,-1.16350216756108E+01,-1.00452867881708E+01,-1.00452867881707E+01, 8.84677778112024E-01
  10, 8.37390524073114E-01,-1.18679068481178E+01,-1.05508710211163E+01,-9.51609476184237E+00,-1.18283557986118E+01,-1.03261974940299E+01,-1.03261974940298E+01, 8.63479508341727E-01
  10, 8.81648642403232E-01,-1.20932059249932E+01,-1.08263423599904E+01,-9.73830478263108E+00,-1.20324002230687E+01,-1.06111860320206E+01,-1.06111860320206E+01, 8.38766139677575E-01
  10, 9.27912458666013E-01,-1.23479740304750E+01,-1.11084441181869E+01,-9.97299397218198E+00,-1.22567325228742E+01,-1.09131782103685E+01,-1.09131782103685E+01, 8.09253779226626E-01
  10, 9.78464473789263E-01,-1.26493373389148E+01,-1.14084170420607E+01,-1.02320591682086E+01,-1.25141391923918E+01,-1.12476239016131E+01,-1.12476239016131E+01, 7.73577066757459E-01
  10, 1.00000000000000E+00,-1.27849064429993E+01,-1.15334307226774E+01,-1.03432065838802E+01,-1.26275030293501E+01,-1.13914350518503E+01,-1.13914350518503E+01,-7.57700394356460E-01
  10, 1.03620543362764E+00,-1.30220953714789E+01,-1.17399606457317E+01,-1.05310667590477E+01,-1.28228289033784E+01,-1.16349126865121E+01,-1.16349126865121E+01,-7.30724443233932E-01
  10, 1.10514650599932E+00,-1.35032425873715E+01,-1.21220244135000E+01,-1.08920386300640E+01,-1.32101183166286E+01,-1.21040767351938E+01,-1.21040767351938E+01,-6.80831015024503E-01
  10, 1.19119050350306E+00,-1.41492352760860E+01,-1.25838301036152E+01,-1.13480120490090E+01,-1.37187224771146E+01,-1.26988936654534E+01,-1.26988936654533E+01,-6.25961198861272E-01
  10, 1.30344703838640E+00,-1.50485262544972E+01,-1.31737651161235E+01,-1.19508861738047E+01,-1.44177010728221E+01,-1.34884277482565E+01,-1.34884277482565E+01, 5.69996874964191E-01
  10, 1.45653857938074E+00,-1.63445535823696E+01,-1.39747312467039E+01,-1.27854134108268E+01,-1.54218020937371E+01,-1.45858501436946E+01,-1.45858501436946E+01, 5.17216986634619E-01
  10, 1.67478104814623E+00,-1.82787580754448E+01,-1.51310129756870E+01,-1.39948535276801E+01,-1.69262199935507E+01,-1.61828999626176E+01,-1.61828999626176E+01,-4.70609780367974E-01
  10, 2.00000000000000E+00,-2.12712088186959E+01,-1.68971508678783E+01,-1.58291167158931E+01,-1.92705673653346E+01,-1.86143053131265E+01,-1.86143053131265E+01, 4.31296686643295E-01
  11, 0.00000000000000E+00,-1.10000000000000E+01,-7.00000000000000E+00,-7.00000000000000E+00,-1.10000000000000E+01,-7.00000000000000E+00,-7.00000000000000E+00, 1.00000000000000E+00
  11, 2.18242468765491E-01,-1.11313765371451E+01,-7.95943569400617E+00,-7.79979111950660E+00,-1.11313765186900E+01,-7.91809143655487E+00,-7.91809143655485E+00,-9.93918389792585E-01
  11, 3.71334009759827E-01,-1.13825847486301E+01,-8.77397070942235E+00,-8.46391120005708E+00,-1.13825786320358E+01,-8.69260314856854E+00,-8.69260314856854E+00,-9.81624528098336E-01
  11, 4.83590544643172E-01,-1.16531739574547E+01,-9.44100269650684E+00,-8.99726137292393E+00,-1.16530676580390E+01,-9.32376842488517E+00,-9.32376842488515E+00, 9.67249553538085E-01
  11, 5.69634542146905E-01,-1.19124219934610E+01,-9.98841438361838E+00,-9.42933841034908E+00,-1.19118110844036E+01,-9.84100683273892E+00,-9.84100683273891E+00,-9.52148687569697E-01
  11, 6.38575614518591E-01,-1.21544853175476E+01,-1.04463345750029E+01,-9.78855992163469E+00,-1.21524512702364E+01,-1.02748370130028E+01,-1.02748370130028E+01,-9.36621046123821E-01
  11, 6.96316574356964E-01,-1.23823712683745E+01,-1.08402426059831E+01,-1.00975354803982E+01,-1.23773854614529E+01,-1.06505558543223E+01,-1.06505558543222E+01,-9.20478802306552E-01
  11, 7.46868589480215E-01,-1.26022199307300E+01,-1.11903708605365E+01,-1.03736360580048E+01,-1.25920592487939E+01,-1.09881607668351E+01,-1.09881607668351E+01, 9.03246728760316E-01
  11, 7.93132405742996E-01,-1.28215244980780E+01,-1.15127903180281E+01,-1.06305683616800E+01,-1.28030803865100E+01,-1.13037888680503E+01,-1.13037888680503E+01, 8.84210790733504E-01
  11, 8.37390524073114E-01,-1.30489823106590E+01,-1.18207657709989E+01,-1.08799148215299E+01,-1.30178721424290E+01,-1.16113439538891E+01,-1.16113439538891E+01, 8.62394376653687E-01
  11, 8.81648642403232E-01,-1.32951798876346E+01,-1.21260231078235E+01,-1.11325138264518E+01,-1.32450636939947E+01,-1.19240653394548E+01,-1.19240653394548E+01, 8.36512502971294E-01
  11, 9.27912458666013E-01,-1.35739347559022E+01,-1.24399466606644E+01,-1.13998132540848E+01,-1.34954068628778E+01,-1.22561477415609E+01,-1.22561477415609E+01, 8.04984459145271E-01
  11, 9.78464473789263E-01,-1.39044088448505E+01,-1.27749264755978E+01,-1.16954331275888E+01,-1.37833130423380E+01,-1.26246805423617E+01,-1.26246805423617E+01, 7.66169692658597E-01
  11, 1.00000000000000E+00,-1.40533483666646E+01,-1.29148296604782E+01,-1.18224289615639E+01,-1.39103055435469E+01,-1.27833753161812E+01,-1.27833753161812E+01, 7.48743497038334E-01
  11, 1.03620543362764E+00,-1.43142873427592E+01,-1.31463281989143E+01,-1.20372853857367E+01,-1.41293592630561E+01,-1.30523376840612E+01,-1.30523376840611E+01, 7.19059975503035E-01
  11, 1.10514650599932E+00,-1.48445691516633E+01,-1.35759435326214E+01,-1.24508079107856E+01,-1.45644547934817E+01,-1.35715321227591E+01,-1.35715321227591E+01, 6.64420947628680E-01
  11, 1.19119050350306E+00,-1.55572580314581E+01,-1.40981789852601E+01,-1.29742816566153E+01,-1.51369290765428E+01,-1.42312908648382E+01,-1.42312908648382E+01,-6.05561416731827E-01
  11, 1.30344703838640E+00,-1.65490296714597E+01,-1.47705915600483E+01,-1.36680057925394E+01,-1.59248156236074E+01,-1.51091551951658E+01,-1.51091551951658E+01, 5.47464659480053E-01
  11, 1.45653857938074E+00,-1.79768536699423E+01,-1.56915000682572E+01,-1.46306843803459E+01,-1.70574949087761E+01,-1.63324412034044E+01,-1.63324412034043E+01, 4.94544817871062E-01
  11, 1.67478104814623E+00,-2.01058409193195E+01,-1.70307532440771E+01,-1.60294825028396E+01,-1.87545956141412E+01,-1.81171392280975E+01,-1.81171392280974E+01,-4.49062422891091E-01
  11, 2.00000000000000E+00,-2.33981290653233E+01,-1.90862327668635E+01,-1.81563701220110E+01,-2.13978249224205E+01,-2.08404936035060E+01,-2.08404936035060E+01,-4.11285133140280E-01
  12, 0.00000000000000E+00,-1.20000000000000E+01,-8.00000000000000E+00,-8.00000000000000E+00,-1.20000000000000E+01,-8.00000000000000E+00,-8.00000000000000E+00,-1.00000000000000E+00
  12, 2.18242468765491E-01,-1.21433198505592E+01,-8.97846863452895E+00,-8.84160565017928E+00,-1.21433198467155E+01,-8.94319520233424E+00,-8.94319520233420E+00, 9.93918389792584E-01
  12, 3.71334009759827E-01,-1.24173629272338E+01,-9.82344164426059E+00,-9.55484378600137E+00,-1.24173607608030E+01,-9.75330268712325E+00,-9.75330268712323E+00,-9.81624528053509E-01
  12, 4.83590544643172E-01,-1.27125199319685E+01,-1.05229642801407E+01,-1.01345570090441E+01,-1.27124709320356E+01,-1.04206739889697E+01,-1.04206739889697E+01, 9.67249540503088E-01
  12, 5.69634542146905E-01,-1.29952021223254E+01,-1.11019125829477E+01,-1.06078649961543E+01,-1.29948706612396E+01,-1.09716466610598E+01,-1.09716466610598E+01, 9.52148275162359E-01
  12, 6.38575614518591E-01,-1.32589488600606E+01,-1.15897192928460E+01,-1.10034941547100E+01,-1.32577127375811E+01,-1.14362586568968E+01,-1.14362586568967E+01, 9.36616688468646E-01
  12, 6.96316574356964E-01,-1.35069820635884E+01,-1.20120495736870E+01,-1.13451376109953E+01,-1.35036814388346E+01,-1.18402822267079E+01,-1.18402822267079E+01,-9.20454006301735E-01
  12, 7.46868589480215E-01,-1.37459755068938E+01,-1.23896665680093E+01,-1.16513733661290E+01,-1.37387697474197E+01,-1.22045023614192E+01,-1.22045023614192E+01,-9.03150093958409E-01
  12, 7.93132405742996E-01,-1.39841088216043E+01,-1.27393125215340E+01,-1.19370697931997E+01,-1.39702419805224E+01,-1.25459358857114E+01,-1.25459358857114E+01,-8.83916092427914E-01
  12, 8.37390524073114E-01,-1.42309097867573E+01,-1.30749954506681E+01,-1.22149347416881E+01,-1.42062780781832E+01,-1.28794205561134E+01,-1.28794205561134E+01, 8.61634561806457E-01
  12, 8.81648642403232E-01,-1.44980260660302E+01,-1.34092473606433E+01,-1.24969763393072E+01,-1.44564228530116E+01,-1.32192320857456E+01,-1.32192320857456E+01,-8.34782179489859E-01
  12, 9.27912458666013E-01,-1.48007338242099E+01,-1.37543509938780E+01,-1.27959822216642E+01,-1.47326157280047E+01,-1.35808097455289E+01,-1.35808097455288E+01, 8.01434388990141E-01
  12, 9.78464473789263E-01,-1.51602831752191E+01,-1.41237928218522E+01,-1.31272640915321E+01,-1.50509111401865E+01,-1.39828668306240E+01,-1.39828668306240E+01, 7.59607407005934E-01
  12, 1.00000000000000E+00,-1.53225951510808E+01,-1.42783856133204E+01,-1.32697566527402E+01,-1.51915082254504E+01,-1.41562320450402E+01,-1.41562320450402E+01, 7.40656483024655E-01
  12, 1.03620543362764E+00,-1.56073164036475E+01,-1.45345515920289E+01,-1.35110546139902E+01,-1.54342795714863E+01,-1.44503548054177E+01,-1.44503548054177E+01, 7.08296171050545E-01
  12, 1.10514650599932E+00,-1.61868454071371E+01,-1.50112965428749E+01,-1.39761900520434E+01,-1.59172533649633E+01,-1.50190719270544E+01,-1.50190719270544E+01, 6.49063168041009E-01
  12, 1.19119050350306E+00,-1.69662987249620E+01,-1.55938179176172E+01,-1.45661889561258E+01,-1.65538012576635E+01,-1.57433162335076E+01,-1.57433162335075E+01,-5.86644379602753E-01
  12, 1.30344703838640E+00,-1.80504275138883E+01,-1.63490968971136E+01,-1.53497657705236E+01,-1.74309244582711E+01,-1.67091535111679E+01,-1.67091535111679E+01,-5.27006526920332E-01
  12, 1.45653857938074E+00,-1.96097481599991E+01,-1.73909622880269E+01,-1.64396291188310E+01,-1.86925700305984E+01,-1.80581255442087E+01,-1.80581255442087E+01, 4.74375957342224E-01
  12, 1.67478104814623E+00,-2.19332057618508E+01,-1.89146948079878E+01,-1.80269575966235E+01,-2.05826866781693E+01,-2.00305803572165E+01,-2.00305803572165E+01,-4.30138364588456E-01
  12, 2.00000000000000E+00,-2.55251383020480E+01,-2.12612495702096E+01,-2.04459424197130E+01,-2.35249933644742E+01,-2.30463660146194E+01,-2.30463660146193E+01, 3.93802960281795E-01
  13, 0.00000000000000E+00,-1.30000000000000E+01,-9.00000000000000E+00,-9.00000000000000E+00,-1.30000000000000E+01,-9.00000000000000E+00,-9.00000000000000E+00, 1.00000000000000E+00
  13, 2.18242468765491E-01,-1.31552631697590E+01,-9.99595110122909E+00,-9.87747156020431E+00,-1.31552631689552E+01,-9.96553587294575E+00,-9.96553587294573E+00, 9.93918389792587E-01
  13, 3.71334009759827E-01,-1.34521423829154E+01,-1.08697357218717E+01,-1.06351684905188E+01,-1.34521416124626E+01,-1.08087518065497E+01,-1.08087518065497E+01, 9.81624528047310E-01
  13, 4.83590544643172E-01,-1.37718813931128E+01,-1.16001235787827E+01,-1.12578367055012E+01,-1.37718587119339E+01,-1.15102786503666E+01,-1.15102786503665E+01, 9.67249537446280E-01
  13, 5.69634542146905E-01,-1.40780464467883E+01,-1.22090594853983E+01,-1.17699032917527E+01,-1.40778658380321E+01,-1.20933718937856E+01,-1.20933718937856E+01, 9.52148140909000E-01
  13, 6.38575614518591E-01,-1.43635696244233E+01,-1.27253301791235E+01,-1.22001026349059E+01,-1.43628151181670E+01,-1.25875072001844E+01,-1.25875072001843E+01,-9.36614904834111E-01
  13, 6.96316574356964E-01,-1.46318780322914E+01,-1.31748069355818E+01,-1.25729953237525E+01,-1.46296831126678E+01,-1.30188395876697E+01,-1.30188395876697E+01, 9.20441932931313E-01
  13, 7.46868589480215E-01,-1.48901576035518E+01,-1.35787870310257E+01,-1.29082229341673E+01,-1.48850233292438E+01,-1.34088654538825E+01,-1.34088654538824E+01, 9.03095952552896E-01
  13, 7.93132405742996E-01,-1.51472480020826E+01,-1.39546832093340E+01,-1.32217210801273E+01,-1.51367705679778E+01,-1.37754251696670E+01,-1.37754251696670E+01,-8.83730041370950E-01
  13, 8.37390524073114E-01,-1.54134810835588E+01,-1.43172480052063E+01,-1.35272595045045E+01,-1.53938740585032E+01,-1.41342506565819E+01,-1.41342506565818E+01, 8.61101568260449E-01
  13, 8.81648642403232E-01,-1.57015466557554E+01,-1.46798206002665E+01,-1.38379717462669E+01,-1.56668065992911E+01,-1.45006263474101E+01,-1.45006263474101E+01, 8.33448392629548E-01
  13, 9.27912458666013E-01,-1.60281833189892E+01,-1.50555702375333E+01,-1.41679530051198E+01,-1.59687096461725E+01,-1.48912175212545E+01,-1.48912175212545E+01, 7.98463224966983E-01
  13, 9.78464473789263E-01,-1.64167746011308E+01,-1.54590391259006E+01,-1.45341827085650E+01,-1.63172997395734E+01,-1.53263506400190E+01,-1.53263506400189E+01, 7.53745316655603E-01
  13, 1.00000000000000E+00,-1.65924596211175E+01,-1.56281661790749E+01,-1.46918933519261E+01,-1.64714819089970E+01,-1.55142192518468E+01,-1.55142192518468E+01, 7.33292558316477E-01
  13, 1.03620543362764E+00,-1.69009903810195E+01,-1.59087700282905E+01,-1.49591971247067E+01,-1.67379657556271E+01,-1.58332522487333E+01,-1.58332522487333E+01, 6.98283745194390E-01
  13, 1.10514650599932E+00,-1.75298590814945E+01,-1.64323500064819E+01,-1.54752217814412E+01,-1.72688905676902E+01,-1.64511144501278E+01,-1.64511144501278E+01, 6.34611685504676E-01
  13, 1.19119050350306E+00,-1.83761097732099E+01,-1.70751472317536E+01,-1.61310162917507E+01,-1.79696987461878E+01,-1.72395309720961E+01,-1.72395309720961E+01, 5.69049280019422E-01
  13, 1.30344703838640E+00,-1.95524575841375E+01,-1.79137668426525E+01,-1.70037355094114E+01,-1.89363399283740E+01,-1.82931394273486E+01,-1.82931394273486E+01, 5.08372198954112E-01
  13, 1.45653857938074E+00,-2.12430220052933E+01,-1.90775614911512E+01,-1.82201525061680E+01,-2.03272554639410E+01,-1.97677798599041E+01,-1.97677798599039E+01,-4.56329322286630E-01
  13, 1.67478104814623E+00,-2.37607280105513E+01,-2.07870793430073E+01,-1.99955636420274E+01,-2.24106194738370E+01,-2.19282409403404E+01,-2.19282409403403E+01, 4.13370487370762E-01
  13, 2.00000000000000E+00,-2.76521893368947E+01,-2.34261127066462E+01,-2.27065147886366E+01,-2.56521199787958E+01,-2.52370208939655E+01,-2.52370208939654E+01,-3.78366294346070E-01
  14, 0.00000000000000E+00,-1.40000000000000E+01,-1.00000000000000E+01,-1.00000000000000E+01,-1.40000000000000E+01,-1.00000000000000E+01,-1.00000000000000E+01,-1.00000000000000E+00
  14, 2.18242468765491E-01,-1.41672064901612E+01,-1.10123031919234E+01,-1.09088359145167E+01,-1.41672064899926E+01,-1.09858281018386E+01,-1.09858281018386E+01,-9.93918389792582E-01
  14, 3.71334009759827E-01,-1.44869222888266E+01,-1.19137027798386E+01,-1.17073320145378E+01,-1.44869220138888E+01,-1.18602570833480E+01,-1.18602570833480E+01,-9.81624528046461E-01
  14, 4.83590544643172E-01,-1.48312499399550E+01,-1.26737403579096E+01,-1.23701967874828E+01,-1.48312394044698E+01,-1.25943278664266E+01,-1.25943278664266E+01, 9.67249536729727E-01
  14, 5.69634542146905E-01,-1.51609252436211E+01,-1.33114787022232E+01,-1.29189820603737E+01,-1.51608264793380E+01,-1.32082392828064E+01,-1.32082392828063E+01,-9.52148097225357E-01
  14, 6.38575614518591E-01,-1.54682846985939E+01,-1.38550968772061E+01,-1.33822193709097E+01,-1.54678224669984E+01,-1.37308626202811E+01,-1.37308626202811E+01,-9.36614175158750E-01
  14, 6.96316574356964E-01,-1.57569598772813E+01,-1.43306928974302E+01,-1.37851726104479E+01,-1.57554947194693E+01,-1.41886745648400E+01,-1.41886745648400E+01, 9.20436057448946E-01
  14, 7.46868589480215E-01,-1.60346366546333E+01,-1.47601069643088E+01,-1.41484331610052E+01,-1.60309639680001E+01,-1.46038276597097E+01,-1.46038276597096E+01, 9.03065630611950E-01
  14, 7.93132405742996E-01,-1.63107947659921E+01,-1.51614285252481E+01,-1.44889272263962E+01,-1.63028454972427E+01,-1.49949429829073E+01,-1.49949429829073E+01, 8.83612571951299E-01
  14, 8.37390524073114E-01,-1.65965456137799E+01,-1.55501644275839E+01,-1.48214343520676E+01,-1.65808687700259E+01,-1.53786154861765E+01,-1.53786154861765E+01,-8.60727262384593E-01
  14, 8.81648642403232E-01,-1.69055981618647E+01,-1.59404736043555E+01,-1.51601772236563E+01,-1.68764466624735E+01,-1.57711165929238E+01,-1.57711165929238E+01,-8.32417271633556E-01
  14, 9.27912458666013E-01,-1.72561483662460E+01,-1.63464141728194E+01,-1.55205327624029E+01,-1.72039375756957E+01,-1.61903234643342E+01,-1.61903234643342E+01,-7.95963557178027E-01
  14, 9.78464473789263E-01,-1.76737508369925E+01,-1.67835546939608E+01,-1.59211298153182E+01,-1.75827398552987E+01,-1.66581685635072E+01,-1.66581685635071E+01, 7.48471924041084E-01
  14, 1.00000000000000E+00,-1.78628085407610E+01,-1.69670927319346E+01,-1.60938343885271E+01,-1.77504909499395E+01,-1.68604072141143E+01,-1.68604072141142E+01, 7.26538657666837E-01
  14, 1.03620543362764E+00,-1.81951722516733E+01,-1.72719561280418E+01,-1.63867967414086E+01,-1.80406855916586E+01,-1.72041541553989E+01,-1.72041541553989E+01, 6.88907674206939E-01
  14, 1.10514650599932E+00,-1.88734569189162E+01,-1.78421668668002E+01,-1.69531451886712E+01,-1.86196329605869E+01,-1.78708772627288E+01,-1.78708772627288E+01, 6.20954484463500E-01
  14, 1.19119050350306E+00,-1.97865119877533E+01,-1.85453185333474E+01,-1.76741856052513E+01,-1.93848716121817E+01,-1.87232531999517E+01,-1.87232531999517E+01, 5.52644596000466E-01
  14, 1.30344703838640E+00,-2.10549387426192E+01,-1.94677884292286E+01,-1.86355440126651E+01,-2.04412704545944E+01,-1.98645365884953E+01,-1.98645365884952E+01,-4.91346749193883E-01
  14, 1.45653857938074E+00,-2.28765398078540E+01,-2.07544110622456E+01,-1.99781195091104E+01,-2.19616923263855E+01,-2.14649286382672E+01,-2.14649286382671E+01,-4.40090434177171E-01
  14, 1.67478104814623E+00,-2.55883387401324E+01,-2.26508296512123E+01,-2.19414212450493E+01,-2.42384634963909E+01,-2.38137196558570E+01,-2.38137196558569E+01, 3.98393067959158E-01
  14, 2.00000000000000E+00,-2.97792601325012E+01,-2.55834749115488E+01,-2.49444538806194E+01,-2.77792268253041E+01,-2.74160725532427E+01,-2.74160725532427E+01, 3.64608752654503E-01
  15, 0.00000000000000E+00,-1.50000000000000E+01,-1.10000000000000E+01,-1.10000000000000E+01,-1.50000000000000E+01,-1.10000000000000E+01,-1.10000000000000E+01,-1.00000000000000E+00
  15, 2.18242468765491E-01,-1.51791498108144E+01,-1.20278121119430E+01,-1.19367403781786E+01,-1.51791498107789E+01,-1.20045718157564E+01,-1.20045718157564E+01,-9.93918389792589E-01
  15, 3.71334009759827E-01,-1.55217023542258E+01,-1.29559276006843E+01,-1.27731302939926E+01,-1.55217022558266E+01,-1.29087479812898E+01,-1.29087479812898E+01, 9.81624528046340E-01
  15, 4.83590544643172E-01,-1.58906217459073E+01,-1.37446899560958E+01,-1.34739388019209E+01,-1.58906168375230E+01,-1.36740818729639E+01,-1.36740818729638E+01, 9.67249536561813E-01
  15, 5.69634542146905E-01,-1.62438226574370E+01,-1.44103115329997E+01,-1.40577437144406E+01,-1.62437684840885E+01,-1.43177499741287E+01,-1.43177499741286E+01, 9.52148083016826E-01
  15, 6.38575614518591E-01,-1.65730566852459E+01,-1.49803914724615E+01,-1.45527277279116E+01,-1.65727726225285E+01,-1.48680010206911E+01,-1.48680010206910E+01,-9.36613876779958E-01
  15, 6.96316574356964E-01,-1.68821636451046E+01,-1.54812725081074E+01,-1.49847337200085E+01,-1.68811824697504E+01,-1.53515942035013E+01,-1.53515942035013E+01, 9.20433199458619E-01
  15, 7.46868589480215E-01,-1.71793238922811E+01,-1.59353479939607E+01,-1.53752125535485E+01,-1.71766879598845E+01,-1.57912985832206E+01,-1.57912985832206E+01, 9.03048655441936E-01
  15, 7.93132405742996E-01,-1.74746434131195E+01,-1.63613930832749E+01,-1.57420185492712E+01,-1.74685911853631E+01,-1.62064834374429E+01,-1.62064834374428E+01,-8.83538410736816E-01
  15, 8.37390524073114E-01,-1.77799920905929E+01,-1.67756827692481E+01,-1.61008980771923E+01,-1.77674106476148E+01,-1.66145824383755E+01,-1.66145824383754E+01,-8.60464221543448E-01
  15, 8.81648642403232E-01,-1.81100736953580E+01,-1.71932154063071E+01,-1.64671330749779E+01,-1.80855105209987E+01,-1.70328369640639E+01,-1.70328369640639E+01, 8.31618423459274E-01
  15, 9.27912458666013E-01,-1.84845294374783E+01,-1.76289515913204E+01,-1.68573612845616E+01,-1.84384810650056E+01,-1.74803253743647E+01,-1.74803253743647E+01, 7.93851622573329E-01
  15, 9.78464473789263E-01,-1.89311150718591E+01,-1.80994673427119E+01,-1.72918469689282E+01,-1.88474225411083E+01,-1.79805816774458E+01,-1.79805816774457E+01, 7.43699679706249E-01
  15, 1.00000000000000E+00,-1.91335444670112E+01,-1.82973167608700E+01,-1.74793626364408E+01,-1.90287289084452E+01,-1.81970821451741E+01,-1.81970821451741E+01, 7.20305920380521E-01
  15, 1.03620543362764E+00,-1.94897616185309E+01,-1.86262989787923E+01,-1.77977032145400E+01,-1.93426349769696E+01,-1.85653866972037E+01,-1.85653866972036E+01, 6.80077546301668E-01
  15, 1.10514650599932E+00,-2.02175251708233E+01,-1.92430017540305E+01,-1.84139288689934E+01,-1.99696742225453E+01,-1.92807550047517E+01,-1.92807550047517E+01, 6.08003663850603E-01
  15, 1.19119050350306E+00,-2.11973728269482E+01,-2.00066449850024E+01,-1.91997990873079E+01,-2.07994978956257E+01,-2.01969495278817E+01,-2.01969495278816E+01, 5.37319446063048E-01
  15, 1.30344703838640E+00,-2.25577441363195E+01,-2.10134799344899E+01,-2.02494446340664E+01,-2.19458578774625E+01,-2.14258838350891E+01,-2.14258838350890E+01, 4.75744143791459E-01
  15, 1.45653857938074E+00,-2.45102154796734E+01,-2.24237440099258E+01,-2.17179506359957E+01,-2.35959692490270E+01,-2.31521731976829E+01,-2.31521731976829E+01,-4.25399283233509E-01
  15, 1.67478104814623E+00,-2.74159994966700E+01,-2.45080093144790E+01,-2.38691222783489E+01,-2.60662573924859E+01,-2.56896511064123E+01,-2.56896511064123E+01,-3.84917319977536E-01
  15, 2.00000000000000E+00,-3.19063403204937E+01,-2.77351829807333E+01,-2.71644995984053E+01,-2.99063242777385E+01,-2.95861362082670E+01,-2.95861362082668E+01, 3.52248256809190E-01
  16, 0.00000000000000E+00,-1.60000000000000E+01,-1.20000000000000E+01,-1.20000000000000E+01,-1.60000000000000E+01,-1.20000000000000E+01,-1.20000000000000E+01, 1.00000000000000E+00
  16, 2.18242468765491E-01,-1.61910931315202E+01,-1.30426795034852E+01,-1.29619472692136E+01,-1.61910931315127E+01,-1.30221245192473E+01,-1.30221245192472E+01, 9.93918389792593E-01
  16, 3.71334009759827E-01,-1.65564824763475E+01,-1.39968228582476E+01,-1.38339010510520E+01,-1.65564824410417E+01,-1.39548987518113E+01,-1.39548987518113E+01, 9.81624528046323E-01
  16, 4.83590544643172E-01,-1.69499950575066E+01,-1.48135949488683E+01,-1.45707982380762E+01,-1.69499927648455E+01,-1.47504673747727E+01,-1.47504673747727E+01, 9.67249536522484E-01
  16, 5.69634542146905E-01,-1.73267301734666E+01,-1.55063778413591E+01,-1.51881959361960E+01,-1.73267003805334E+01,-1.54230195665004E+01,-1.54230195665004E+01,-9.52148078396773E-01
