L,mL,theta
3,1.0542948006166715,0.3246492985971944
3,1.0557074296017985,0.32665330661322645
3,1.0567491190741394,0.3286573146292585
3,1.0580204815386405,0.3306613226452906
3,1.0595388198392823,0.33266533066132264
3,1.0606479376949307,0.33466933867735466
3,1.0622326718941413,0.3366733466933867
3,1.063383278324039,0.3386773547094188
3,1.0650309521216923,0.34068136272545085
3,1.0662201777685416,0.3426853707414829
3,1.0679271763661071,0.344689378757515
3,1.0694099287160856,0.34669338677354705
3,1.070914633516338,0.3486973947895791
3,1.072172191338008,0.3507014028056112
3,1.0739864010570774,0.35270541082164325
3,1.0755516840700907,0.3547094188376753
3,1.0771353611095522,0.3567134268537074
3,1.0784489525228822,0.35871743486973945
3,1.0803542169250395,0.3607214428857715
3,1.0819875307532505,0.3627254509018036
3,1.0836355097928154,0.36472945891783565
3,1.084992433177483,0.3667334669338677
3,1.0869716363234576,0.3687374749498998
3,1.088657850922159,0.37074148296593185
3,1.0903548660673523,0.3727454909819639
3,1.0917421393563633,0.374749498997996
3,1.0937773594276325,0.37675350701402804
3,1.0955008547109426,0.3787575150300601
3,1.097231185826053,0.3807615230460922
3,1.098635670575912,0.38276553106212424
3,1.100708342079676,0.38476953907815625
3,1.102453152615695,0.3867735470941883
3,1.1042007709457575,0.3887775551102204
3,1.1056092967017241,0.39078156312625245
3,1.1077003797920082,0.3927855711422845
3,1.109450342697056,0.3947895791583166
3,1.1111990593486731,0.39679358717434865
3,1.1125985471285351,0.3987975951903807
3,1.114688702499395,0.4008016032064128
3,1.1164276071613244,0.40280561122244485
3,1.1181612230668856,0.4048096192384769
3,1.1195388068056675,0.406813627254509
3,1.1212586794651365,0.40881763527054105
3,1.1233203127938245,0.4108216432865731
3,1.1250227687700274,0.4128256513026052
3,1.1263659135979514,0.41482965931863724
3,1.1283958943788353,0.4168336673346693
3,1.1300646096824445,0.4188376753507014
3,1.1317201351929802,0.42084168336673344
3,1.133016751459418,0.4228456913827655
3,1.1346446694592967,0.4248496993987976
3,1.1365980226851202,0.42685370741482964
3,1.1381912819295124,0.4288577154308617
3,1.1394298339359783,0.4308617234468938
3,1.1409889511914186,0.43286573146292584
3,1.1428600301622645,0.4348697394789579
3,1.1443762641375583,0.4368737474949899
3,1.145545872602728,0.438877755511022
3,1.147021775201743,0.44088176352705405
3,1.1487926246131501,0.4428857715430861
3,1.15021778783254,0.4448897795591182
3,1.151308325180572,0.44689378757515025
3,1.152687368523901,0.4488977955911823
3,1.1543408500227512,0.4509018036072144
3,1.155661740624568,0.45290581162324645
3,1.156663918264982,0.4549098196392785
3,1.1579333532092995,0.4569138276553106
3,1.159453310941497,0.45891783567134264
3,1.1606576929833705,0.4609218436873747
3,1.1615631398343143,0.4629258517034068
3,1.1627112305570009,0.46492985971943884
3,1.1640826485820295,0.4669338677354709
3,1.1651593653873902,0.468937875751503
3,1.1659606969843963,0.47094188376753504
3,1.1669768294802738,0.4729458917835671
3,1.1681859795227805,0.4749498997995992
3,1.1691250570296063,0.47695390781563124
3,1.1698159346577068,0.4789579158316633
3,1.1706907148646537,0.48096192384769537
3,1.171725292954364,0.48296593186372744
3,1.1725180321089819,0.4849699398797595
3,1.173093211496121,0.48697394789579157
3,1.1738185521424078,0.4889779559118236
3,1.174667802789061,0.49098196392785565
3,1.175306860128975,0.4929859719438877
3,1.1757622293423244,0.4949899799599198
3,1.1763314247127847,0.49699398797595185
3,1.1769862513715506,0.4989979959919839
3,1.1774657070508991,0.501002004008016
3,1.1777983133438306,0.503006012024048
3,1.1782061012736338,0.5050100200400801
3,1.1786591619775941,0.5070140280561122
3,1.1789745746050455,0.5090180360721442
3,1.1791826400699472,0.5110220440881763
3,1.1794252505929435,0.5130260521042084
3,1.1796710377615778,0.5150300601202404
3,1.1798194855427482,0.5170340681362725
3,1.1799024115329293,0.5190380761523046
3,1.1799776017345822,0.5210420841683366
3,1.1800125053100081,0.5230460921843687
3,1.1799926131132485,0.5250501002004008
3,1.1799509735042433,0.5270541082164328
3,1.17985804825727,0.5290581162324649
3,1.1796804014712872,0.531062124248497
3,1.1794923535660373,0.533066132264529
3,1.1793278770324382,0.5350701402805611
3,1.1790676954231767,0.5370741482965932
3,1.178677802657218,0.5390781563126252
3,1.1783233410070626,0.5410821643286573
3,1.1780388825936075,0.5430861723446894
3,1.1776138499798434,0.5450901803607214
3,1.1770139963449708,0.5470941883767535
3,1.1764964044711324,0.5490981963927856
3,1.1760959068363348,0.5511022044088176
3,1.1755099526099433,0.5531062124248497
3,1.174704395043437,0.5551102204408818
3,1.1740284676081896,0.5571142284569138
3,1.1735169124131648,0.5591182364729459
3,1.172775453673218,0.561122244488978
3,1.1717703935209427,0.56312625250501
3,1.1709423919127282,0.565130260521042
3,1.1703257419173794,0.567134268537074
3,1.1694356333895188,0.5691382765531061
3,1.168239170616889,0.5711422845691382
3,1.1672667649485307,0.5731462925851702
3,1.166551897460195,0.5751503006012023
3,1.1655213681252306,0.5771543086172344
3,1.1641434374731754,0.5791583166332664
3,1.1630356355305604,0.5811623246492985
3,1.1622302679261038,0.5831663326653306
3,1.1610688449437483,0.5851703406813626
3,1.1595211345177467,0.5871743486973947
3,1.1582881983170488,0.5891783567134268
3,1.1574008064279762,0.5911823647294588
3,1.15611922705908,0.5931863727454909
3,1.154415080007048,0.595190380761523
3,1.153068430733534,0.597194388777555
3,1.1521081609438417,0.5991983967935871
3,1.1507182732852295,0.6012024048096192
3,1.1488725733833032,0.6032064128256512
3,1.1474246855922978,0.6052104208416833
3,1.1464012615499184,0.6072144288577154
3,1.1449159149997277,0.6092184368737474
3,1.1429449571206507,0.6112224448897795
3,1.1414092431807028,0.6132264529058116
3,1.1403328680660483,0.6152304609218436
3,1.1387657945321132,0.6172344689378757
3,1.1366871411191546,0.6192384769539078
3,1.1350778269678408,0.6212424849699398
3,1.1339590822955077,0.6232464929859719
3,1.1323247692449483,0.625250501002004
3,1.1301570940522208,0.627254509018036
3,1.1284890874155653,0.6292585170340681
3,1.1273388293683457,0.6312625250501002
3,1.1256523858921348,0.6332665330661322
3,1.1234153063793908,0.6352705410821643
3,1.1217040586755698,0.6372745490981964
3,1.1205333129834159,0.6392785571142284
3,1.1188103301140655,0.6412825651302605
3,1.1165242299988545,0.6432865731462926
3,1.1147855932054958,0.6452905811623246
3,1.113605449585115,0.6472945891783567
3,1.1118618561588451,0.6492985971943888
3,1.1095476997302687,0.6513026052104208
3,1.1077977795411875,0.6533066132264529
3,1.1066192867060118,0.655310621242485
3,1.1048712021019742,0.657314629258517
3,1.1025503419871625,0.6593186372745491
3,1.1013802548983889,0.6613226452905812
3,1.099639410852636,0.6633266533066132
3,1.0973276582274074,0.6653306613226453
3,1.0955969761163262,0.6673346693386772
3,1.0944474667113246,0.6693386773547093
3,1.092730350408462,0.6713426853707414
3,1.0904496013132736,0.6733466933867734
3,1.0887520139501103,0.6753507014028055
3,1.0876334930339646,0.6773547094188376
3,1.0859559790742743,0.6793587174348696
3,1.083727630312481,0.6813627254509017
3,1.0820788631336125,0.6833667334669338
3,1.0810013284976678,0.6853707414829658
3,1.079378925361008,0.6873747494989979
3,1.077224013553371,0.68937875751503
3,1.0756393397541204,0.691382765531062
3,1.0740730091951585,0.6933867735470941
3,1.0730599935942777,0.6953907815631262
3,1.0709989966608664,0.6973947895791582
3,1.0694930957137219,0.6993987975951903
3,1.0685254344790085,0.7014028056112224
3,1.0670576017833235,0.7034068136272544
3,1.065110244476979,0.7054108216432865
3,1.0636970661497382,0.7074148296593186
3,1.0623091502037139,0.7094188376753506
3,1.0614272415512842,0.7114228456913827
3,1.0596123068880863,0.7134268537074148
3,1.0583049420215302,0.7154308617234468
3,1.057480072853277,0.7174348697394789
3,1.0562209651196828,0.719438877755511
3,1.0545561135073795,0.721442885771543
3,1.0533666727495146,0.7234468937875751
3,1.0522084796190634,0.7254509018036072
3,1.051486904089845,0.7274549098196392
3,1.049988501893264,0.7294589178356713
3,1.0489280035135327,0.7314629258517034
3,1.048272753462207,0.7334669338677354
3,1.047268824470185,0.7354709418837675
3,1.0459517836742158,0.7374749498997996
3,1.0450300514967954,0.7394789579158316
3,1.044144397036852,0.7414829659318637
3,1.043605722063044,0.7434869739478958
3,1.0424833525990789,0.7454909819639278
3,1.0417089250008553,0.7474949899799599
3,1.0412431730395368,0.749498997995992
3,1.0405314619516288,0.751503006012024
3,1.0396153381436806,0.7535070140280561
3,1.0389953889598058,0.7555110220440882
3,1.0384150138695547,0.7575150300601202
3,1.0380744654201177,0.7595190380761523
3,1.0373743078825506,0.7615230460921844
3,1.0370847683748936,0.7635270541082164
3,1.0366506823698853,0.7655310621242485
3,1.0362574472012054,0.7675350701402806
3,1.0357810213827754,0.7695390781563125
3,1.0354857733514578,0.7715430861723446
3,1.0352321328225953,0.7735470941883766
3,1.035097205480209,0.7755511022044087
3,1.0348502378997475,0.7775551102204408
3,1.0347669680691716,0.7795591182364728
3,1.0346647177476198,0.7815631262525049
3,1.0346044665972673,0.783567134268537
3,1.0345905796561996,0.785571142284569
3,1.034630947448306,0.7875751503006011
3,1.0347134180138073,0.7895791583166332
3,1.0347837858831592,0.7915831663326652
3,1.0350044519711454,0.7935871743486973
3,1.0351251919531526,0.7955911823647294
3,1.035358549759406,0.7975951903807614
3,1.0356335055456676,0.7995991983967935
3,1.0360880209783665,0.8016032064128256
3,1.0364625122853135,0.8036072144288576
3,1.0368780451895474,0.8056112224448897
3,1.0371457699957178,0.8076152304609218
3,1.0378312491411317,0.8096192384769538
3,1.038146223640967,0.8116232464929859
3,1.0387065800241284,0.813627254509018
3,1.0393065984716765,0.81563126252505
3,1.0399459320378215,0.8176352705410821
3,1.0409127589349254,0.8196392785571142
3,1.041645992839512,0.8216432865731462
3,1.0420960142903357,0.8236472945891783
3,1.0432261289298026,0.8256513026052104
3,1.0437186045683648,0.8276553106212424
3,1.044585285624828,0.8296593186372745
3,1.0458734757900954,0.8316633266533066
3,1.0468278056084268,0.8336673346693386
3,1.0478171715574602,0.8356713426853707
3,1.0488410004161544,0.8376753507014028
3,1.0494518834363762,0.8396793587174348
3,1.0509896544860988,0.8416833667334669
3,1.0516367461679468,0.843687374749499
3,1.0527777763886677,0.845691382765531
3,1.054455647477567,0.8476953907815631
3,1.0551537360591379,0.8496993987975952
3,1.0569205091901257,0.8517034068136272
3,1.0581970842998112,0.8537074148296593
3,1.0589419884855833,0.8557114228456913
3,1.0608348253299742,0.8577154308617234
3,1.0616085148959953,0.8597194388777555
3,1.0629817968775013,0.8617234468937875
3,1.0649913343079989,0.8637274549098196
3,1.0658044285207315,0.8657314629258517
3,1.0678862414446142,0.8677354709418837
3,1.0693683706286778,0.8697394789579158
3,1.0702161995517254,0.8717434869739479
3,1.0723976871294376,0.8737474949899798
3,1.0732660102675369,0.8757515030060119
3,1.074820877862147,0.877755511022044
3,1.0763945253225784,0.879759519038076
3,1.0779860427261658,0.8817635270541081
3,1.0803089892960167,0.8837675350701402
3,1.0819418814954245,0.8857715430861722
3,1.0828585635745671,0.8877755511022043
3,1.085250786292509,0.8897795591182364
3,1.0861791382524324,0.8917835671342684
3,1.0878582258555516,0.8937875751503005
3,1.0895485548008121,0.8957915831663326
3,1.0912491476973638,0.8977955911823646
3,1.093729511054623,0.8997995991983967
3,1.095452801832976,0.9018036072144288
3,1.096402650577609,0.9038076152304608
3,1.0989189719872006,0.9058116232464929
3,1.0998714792529425,0.907815631262525
3,1.1016128382614652,0.909819639278557
3,1.1041521149612121,0.9118236472945891
3,1.1051044117137696,0.9138276553106212
3,1.1076516795220228,0.9158316633266532
3,1.1094016626060943,0.9178356713426853
3,1.1103487622315003,0.9198396793587174
3,1.1128969614236424,0.9218436873747494
3,1.1138378652262804,0.9238476953907815
3,1.1155772495830834,0.9258517034068136
3,1.117311847442876,0.9278557114228456
3,1.1190406558174,0.9298597194388777
3,1.121560822723427,0.9318637274549098
3,1.123272805084136,0.9338677354709418
3,1.1241823678268863,0.9358717434869739
3,1.1266680190485223,0.937875751503006
3,1.1275630174582068,0.939879759519038
3,1.1292362539593979,0.9418837675350701
3,1.1308968059824924,0.9438877755511021
3,1.132543713354385,0.9458917835671342
3,1.1349427501996068,0.9478957915831663
3,1.1365534436111058,0.9498997995991983
3,1.1373930874761549,0.9519038076152304
3,1.1397230591229788,0.9539078156312625
3,1.1405405573618261,0.9559118236472945
3,1.1420859132760883,0.9579158316633266
3,1.143611154714911,0.9599198396793587
3,1.1451153997451855,0.9619238476953907
3,1.1473027614982483,0.9639278557114228
3,1.1487526221645945,0.9659318637274549
3,1.1494935221739007,0.9679358717434869
3,1.151579465503641,0.969939879759519
3,1.1522916889131982,0.9719438877755511
3,1.1536521495618919,0.9739478957915831
3,1.1549858078453894,0.9759519038076151
3,1.1562918926088093,0.9779559118236472
3,1.1575696486409728,0.9799599198396792
3,1.159419363921001,0.9819639278557113
3,1.1606245962638466,0.9839679358717434
3,1.1617989329009581,0.9859719438877754
3,1.162941693442571,0.9879759519038075
3,1.163508235718681,0.9899799599198396
3,1.1651298565370007,0.9919839679358716
3,1.1656608441210408,0.9939879759519037
3,1.1666868355624855,0.9959919839679358
3,1.1681593428777346,0.9979959919839678
3,1.168635226998189,1.0
7,1.1555288749785206,0.0
7,1.1554349694235135,0.002004008016032064
7,1.1551535267713535,0.004008016032064128
7,1.154685367025308,0.0060120240480961915
7,1.1540318501000897,0.008016032064128256
7,1.153190223725187,0.01002004008016032
7,1.1521768198492115,0.012024048096192383
7,1.1509806165702192,0.014028056112224447
7,1.1496096377479328,0.01603206412825651
7,1.1480530778608946,0.018036072144288574
7,1.146341208745498,0.02004008016032064
7,1.1444670443651477,0.022044088176352703
7,1.142460890845017,0.024048096192384766
7,1.1402816388107015,0.026052104208416832
7,1.137956400965999,0.028056112224448895
7,1.1354910920029098,0.03006012024048096
7,1.1328918513401594,0.03206412825651302
7,1.1301650062598336,0.03406813627254509
7,1.127264702331342,0.03607214428857715
7,1.1242971777270823,0.038076152304609215
7,1.1212217032508638,0.04008016032064128
7,1.1180450150518424,0.04208416833667334
7,1.1147738587697986,0.044088176352705406
7,1.1114930700338301,0.04609218436873747
7,1.1080583532137684,0.04809619238476953
7,1.1045491374482825,0.0501002004008016
7,1.100971881165649,0.052104208416833664
7,1.0973329077388143,0.05410821643286573
7,1.0936383819551678,0.05611222444889779
7,1.0898942884646816,0.058116232464929855
7,1.086106412225602,0.06012024048096192
7,1.0822803209512644,0.06212424849699398
7,1.0784213495497503,0.06412825651302605
7,1.0745345865393163,0.06613226452905811
7,1.070624862416554,0.06813627254509018
7,1.066696739951145,0.07014028056112225
7,1.0626123743901432,0.0721442885771543
7,1.058655786424919,0.07414829659318636
7,1.054692932904032,0.07615230460921843
7,1.0507272456680747,0.0781563126252505
7,1.0467618671157013,0.08016032064128256
7,1.042799651573921,0.08216432865731463
7,1.0388431684235069,0.08416833667334668
7,1.0348947069507244,0.08617234468937875
7,1.0309562828913892,0.08817635270541081
7,1.0270296466259736,0.09018036072144288
7,1.0232958174973001,0.09218436873747494
7,1.019217472530498,0.09418837675350701
7,1.0155200473840789,0.09619238476953906
7,1.0114672906231867,0.09819639278557113
7,1.0078092273636867,0.1002004008016032
7,1.0037847405648572,0.10220440881763526
7,1.0001675106265602,0.10420841683366733
7,0.9961725051963531,0.1062124248496994
7,0.9925963694152379,0.10821643286573146
7,0.98863088256246,0.11022044088176351
7,0.9850951865028543,0.11222444889779558
7,0.9811583990216574,0.11422845691382764
7,0.9776618761337328,0.11623246492985971
7,0.9737524385313185,0.11823647294589178
7,0.9702935085031924,0.12024048096192384
7,0.9664098611056195,0.1222444889779559
7,0.9629869105917663,0.12424849699398796
7,0.9591275831883994,0.12625250501002003
7,0.9557392168858994,0.1282565130260521
7,0.9519030945407597,0.13026052104208416
7,0.9485483463696979,0.13226452905811623
7,0.9447348902317758,0.1342685370741483
7,0.9414133870542486,0.13627254509018036
7,0.9376228021932341,0.13827655310621242
7,0.934334875858241,0.1402805611222445
7,0.9308173964878335,0.14228456913827653
7,0.9270633889813348,0.1442885771543086
7,0.9235742150182737,0.14629258517034066
7,0.9201013468015166,0.14829659318637273
7,0.9169038501475919,0.1503006012024048
7,0.9132076163304546,0.15230460921843686
7,0.9097885364939582,0.15430861723446893
7,0.9063893167110436,0.156312625250501
7,0.9032768881358121,0.15831663326653306
7,0.8996549499180057,0.16032064128256512
7,0.8963222283497825,0.1623246492985972
7,0.8930142049260287,0.16432865731462926
7,0.8900033488480348,0.16633266533066132
7,0.8864777558230353,0.16833667334669336
7,0.8832522008807187,0.17034068136272543
7,0.8800570759623173,0.1723446893787575
7,0.8771675274637966,0.17434869739478956
7,0.8737642859933047,0.17635270541082163
7,0.8706697873013282,0.1783567134268537
7,0.8676120479858743,0.18036072144288576
7,0.8648655786340356,0.18236472945891782
7,0.8618856064248471,0.1843687374749499
7,0.8586761223422305,0.18637274549098196
7,0.8557823112409756,0.18837675350701402
7,0.853202199539095,0.1903807615230461
7,0.8503991646337902,0.19238476953907813
7,0.8473804092623276,0.1943887775551102
7,0.8446791736906565,0.19639278557114226
7,0.8422903659972678,0.19839679358717432
7,0.8396940241919748,0.2004008016032064
7,0.8369010730478774,0.20240480961923846
7,0.8344237770352684,0.20440881763527052
7,0.8322534667035234,0.2064128256513026
7,0.8298966436709955,0.20841683366733466
7,0.8273685495353751,0.21042084168336672
7,0.8251500108261671,0.2124248496993988
7,0.8232282109683874,0.21442885771543085
7,0.821147423862682,0.21643286573146292
7,0.8189278417270197,0.21843687374749496
7,0.8170067146674943,0.22044088176352702
7,0.8153664125159269,0.2224448897795591
7,0.8136019446711199,0.22444889779559116
7,0.8117390531461679,0.22645290581162322
7,0.810157486549044,0.2284569138276553
7,0.8088340978627258,0.23046092184368736
7,0.8074292397629068,0.23246492985971942
7,0.8059746772095996,0.2344689378757515
7,0.8047770582098204,0.23647294589178355
7,0.8038070743349928,0.23847695390781562
7,0.8028064323421202,0.24048096192384769
7,0.8018131692342734,0.24248496993987975
7,0.8010439472281419,0.2444889779559118
7,0.8004628255483653,0.24649298597194386
7,0.7999097665499473,0.24849699398797592
7,0.7994290106600878,0.250501002004008
7,0.7991297421281428,0.25250501002004005
7,0.7989692089345418,0.2545090180360721
7,0.798902635759537,0.2565130260521042
7,0.7989800024507756,0.25851703406813625
7,0.7991858669837641,0.2605210420841683
7,0.7994708861075925,0.2625250501002004
7,0.7999216347244593,0.26452905811623245
7,0.8005929237225063,0.2665330661322645
7,0.8013290475793532,0.2685370741482966
7,0.8020747709215201,0.27054108216432865
7,0.8030619969895931,0.2725450901803607
7,0.8043490068605429,0.2745490981963928
7,0.8056269955266965,0.27655310621242485
7,0.806836051828222,0.2785571142284569
7,0.8083640240809563,0.280561122244489
7,0.8102708912738166,0.282565130260521
7,0.8118204752399022,0.28456913827655306
7,0.8137464780572405,0.2865731462925851
7,0.8161087916385121,0.2885771543086172
7,0.8183127374264629,0.29058116232464926
7,0.8206420679119416,0.2925851703406813
7,0.8227264987462208,0.2945891783567134
7,0.8256661937496005,0.29659318637274545
7,0.8283549319037075,0.2985971943887775
7,0.8307299961542495,0.3006012024048096
7,0.8336224682133148,0.30260521042084165
7,0.8370857345424866,0.3046092184368737
7,0.8402043105866218,0.3066132264529058
7,0.8434198201471284,0.30861723446893785
7,0.8462095557330577,0.3106212424849699
7,0.8501227444627296,0.312625250501002
7,0.8536002110581422,0.31462925851703405
7,0.8565887882330213,0.3166332665330661
7,0.8602004022960809,0.3186372745490982
7,0.8644733010778535,0.32064128256513025
7,0.8682261320434681,0.3226452905811623
7,0.8720337032587957,0.3246492985971944
7,0.8752591258865062,0.32665330661322645
7,0.8797897431830678,0.3286573146292585
7,0.8837264497138796,0.3306613226452906
7,0.8870344816103669,0.33266533066132264
7,0.891020041226646,0.33466933867735466
7,0.8957007158751282,0.3366733466933867
7,0.8990469024454804,0.3386773547094188
7,0.9037624024756669,0.34068136272545085
7,0.9071103005673029,0.3426853707414829
7,0.9118348812941895,0.344689378757515
7,0.915861883930807,0.34669338677354705
7,0.9191793973394644,0.3486973947895791
7,0.9231753405613831,0.3507014028056112
7,0.9278470169953771,0.35270541082164325
7,0.9310991374775848,0.3547094188376753
7,0.9357131282588618,0.3567134268537074
7,0.9395973029228613,0.35871743486973945
7,0.9434444558920342,0.3607214428857715
7,0.9472517044505896,0.3627254509018036
7,0.9503352786067635,0.36472945891783565
7,0.9540601069917919,0.3667334669338677
7,0.9577390380653787,0.3687374749498998
7,0.9613706667576262,0.37074148296593185
7,0.9656151015187299,0.3727454909819639
7,0.9691438754596948,0.374749498997996
7,0.9726234309122418,0.37675350701402804
7,0.9760540199360723,0.3787575150300601
7,0.9787979622602938,0.3807615230460922
7,0.9821384500216248,0.38276553106212424
7,0.9854327482607977,0.38476953907815625
7,0.988682458172423,0.3867735470941883
7,0.9925068865789005,0.3887775551102204
7,0.9956689748589925,0.39078156312625245
7,0.998793426184677,0.3927855711422845
7,1.00188294001649,0.3947895791583166
7,1.004338024451522,0.39679358717434865
7,1.0073689217033843,0.3987975951903807
7,1.0103733315702847,0.4008016032064128
7,1.013354428121705,0.40280561122244485
7,1.0169113885799348,0.4048096192384769
7,1.019259521385404,0.406813627254509
7,1.0227862853072982,0.40881763527054105
7,1.0257071345240387,0.4108216432865731
7,1.028021702135113,0.4128256513026052
7,1.0309289329814595,0.41482965931863724
