L,g,h,PBC,long_mag,E_0,E_1,E_2,tran_mag,broken_mag
3,0.5111111111111111,0.004281332398719396,True,0.251707148079296,-3.24494933898214,-3.14983576394289,0.221073301115394,-0.338811615012731,0.953700878343073
3,0.5111111111111111,0.006158482110660267,True,0.349603563553458,-3.24664729182326,-3.14814023799932,0.221063737729861,-0.335847930049907,0.954203563978473
3,0.5111111111111111,0.008858667904100823,True,0.470997628785892,-3.24998705269056,-3.14480549887909,0.221043950288994,-0.330561689094208,0.955101426891391
3,0.5111111111111111,0.012742749857031334,True,0.605001406656628,-3.25630007680186,-3.13850286614484,0.221003009586326,-0.322157672581041,0.956532805679957
3,0.5111111111111111,0.018329807108324356,True,0.730562965798266,-3.26758464206683,-3.1272398050243,0.220918307229349,-0.310768529640253,0.958483276981291
3,0.5111111111111111,0.026366508987303583,True,0.828053669878942,-3.28651293198359,-3.10835602278935,0.220743087495484,-0.297842551468632,0.960720394357532
3,0.5111111111111111,0.0379269019073225,True,0.891863517505748,-3.31649541085167,-3.07846569061956,0.22038070975507,-0.28521145211696,0.962949053973808
3,0.5111111111111111,0.05455594781168517,True,0.928831165287505,-3.36205550469324,-3.0330964933612,0.219631653655999,-0.273885398154431,0.965013016741985
3,0.5111111111111111,0.07847599703514611,True,0.948933494999078,-3.42954730639069,-2.9660006819507,0.218084975677842,-0.26384779937903,0.966929195709313
3,0.5111111111111111,0.11288378916846883,True,0.959849152468509,-3.52815131465477,-2.86822034618136,0.214898452947181,-0.254486174846339,0.968814158634669
3,0.5111111111111111,0.1623776739188721,True,0.96623540889076,-3.67121054703907,-2.72688421257712,0.208363800094524,-0.244977735098008,0.970815474237933
3,0.5111111111111111,0.23357214690901212,True,0.970624743191144,-3.87810041413949,-2.52364331331675,0.195092202700553,-0.234481024564851,0.973071687968261
3,0.5111111111111111,0.3359818286283781,True,0.974311257465135,-4.17691285378956,-2.23276948383198,0.168689128522361,-0.222229535431339,0.975684710942077
3,0.5111111111111111,0.4832930238571752,True,0.977898176979251,-4.60833208438016,-1.81976702802781,0.118598733450662,-0.207616685157129,0.978692066590401
3,0.5111111111111111,0.6951927961775606,True,0.981585749334044,-5.23121838912307,-1.24810850911613,0.0368334079719322,-0.190307609764213,0.982039893696977
3,0.5111111111111111,1.0,True,0.985323609417035,-6.13061631657327,-0.621806019174763,-0.123047001643847,-0.170365378740079,0.985569762375674
3,0.5888888888888889,0.001,True,0.0400082010285087,-3.33009939152677,-3.19362487868603,0.15226118208411,-0.401302191501147,0.936835360323053
3,0.5888888888888889,0.0014384498882876629,True,0.0574959027341064,-3.33016352290924,-3.19356092744138,0.152260761889253,-0.401195320833317,0.936856167974298
