L,g,h,E_ground,long_mag,trans_mag
15,0.75,0.0005263157894736838,-16.513024938193,0.49793583944879,0.60017007031102
15,0.75,0.001578947368421053,-16.5249855244411,0.63780262557014,0.768348482746624
15,0.75,0.0026315789473684206,-16.5379999862669,0.656231913576117,0.790100749781582
15,0.75,0.003684210526315788,-16.5512147842508,0.662750477335565,0.797493278028234
15,0.75,0.004736842105263157,-16.5645083226498,0.666417711830831,0.801449782395333
15,0.75,0.005789473684210527,-16.5778458075375,0.669061090333764,0.804173790124018
15,0.75,0.006842105263157894,-16.5912134316215,0.671238379404177,0.806337827735822
15,0.75,0.007894736842105262,-16.6046045200033,0.673165984436491,0.808202812004536
15,0.75,0.00894736842105263,-16.6180153713508,0.674942366907777,0.809887444519177
15,0.75,0.01,-16.6314437088083,0.676617798330458,0.811452320380956
15,0.85,-0.01,-17.3871897327906,-0.551006952593358,-0.690085333696712
15,0.85,-0.008947368421052631,-17.3752889801269,-0.545390584252535,-0.683556811802342
15,0.85,-0.007894736842105263,-17.3634977832729,-0.538521561838696,-0.67544953523871
15,0.85,-0.006842105263157895,-17.351850676006,-0.529692437876096,-0.664870546187335
15,0.85,-0.005789473684210527,-17.3404036130385,-0.517610574002784,-0.6501882266881
15,0.85,-0.004736842105263158,-17.3292531842685,-0.499745710385975,-0.628208765158742
15,0.85,-0.00368421052631579,-17.3185789342023,-0.470757290268803,-0.592191039278808
15,0.85,-0.0026315789473684214,-17.3087424935057,-0.418616725132086,-0.526951923568376
15,0.85,-0.001578947368421053,-17.3005170499659,-0.316702850818979,-0.398888710834643
15,0.85,-0.0005263157894736855,-17.295450619275,-0.125968933665258,-0.15871421634136
15,0.85,0.0005263157894736838,-17.295450619275,0.12596893366516,0.158714216341238
15,0.85,0.001578947368421053,-17.3005170499659,0.316702850818952,0.398888710834602
15,0.85,0.0026315789473684206,-17.3087424935056,0.418616725131997,0.526951923568275
15,0.85,0.003684210526315788,-17.3185789342024,0.470757290268655,0.59219103927862
15,0.85,0.004736842105263157,-17.3292531842685,0.499745710385979,0.628208765158744
15,0.85,0.005789473684210527,-17.3404036130385,0.51761057400284,0.650188226688173
15,0.85,0.006842105263157894,-17.3518506760059,0.529692437876114,0.66487054618736
15,0.85,0.007894736842105262,-17.3634977832729,0.538521561838689,0.675449535238702
15,0.85,0.00894736842105263,-17.3752889801268,0.54539058425255,0.683556811802362
15,0.85,0.01,-17.3871897327907,0.551006952593375,0.690085333696734
15,0.95,-0.01,-18.2778340143979,-0.359658990485179,-0.469939902313904
15,0.95,-0.008947368421052631,-18.2693933754216,-0.342785730420308,-0.448252379620705
15,0.95,-0.007894736842105263,-18.2613735258518,-0.322747508567765,-0.422376194480819
15,0.95,-0.006842105263157895,-18.2538631800914,-0.298748707395803,-0.391257781193542
15,0.95,-0.005789473684210527,-18.24697274111,-0.269864612032829,-0.353672606245671
15,0.95,-0.004736842105263158,-18.2408367129265,-0.235122188263543,-0.308332118198136
15,0.95,-0.00368421052631579,-18.2356128007166,-0.193691550138411,-0.254137261717236
15,0.95,-0.0026315789473684214,-18.2314744135525,-0.145222118836978,-0.190623579708783
15,0.95,-0.001578947368421053,-18.2285932542138,-0.0902774193629131,-0.118536927412102
15,0.95,-0.0005263157894736855,-18.2271117167238,-0.0306640523414774,-0.0402690716769379
15,0.95,0.0005263157894736838,-18.2271117167238,0.030664052341465,0.0402690716769235
15,0.95,0.001578947368421053,-18.2285932542137,0.0902774193628833,0.11853692741206
15,0.95,0.0026315789473684206,-18.2314744135524,0.145222118836997,0.190623579708807
15,0.95,0.003684210526315788,-18.2356128007166,0.19369155013844,0.254137261717275
15,0.95,0.004736842105263157,-18.2408367129264,0.235122188263572,0.308332118198179
15,0.95,0.005789473684210527,-18.2469727411101,0.269864612032827,0.353672606245668
15,0.95,0.006842105263157894,-18.2538631800914,0.298748707395798,0.391257781193545
15,0.95,0.007894736842105262,-18.2613735258518,0.322747508567805,0.422376194480873
15,0.95,0.00894736842105263,-18.2693933754216,0.342785730420299,0.448252379620691
15,0.95,0.01,-18.2778340143979,0.359658990485194,0.469939902313929
