L,g,chi
16,0.5306122448979591,-0.1771617330936277
16,0.5714285714285714,-0.20189405724880669
16,0.6122448979591836,-0.2308729539531181
16,0.6530612244897959,-0.2655560419933345
16,0.6938775510204082,-0.30811805359707495
16,0.7346938775510203,-0.36189077424516
16,0.7755102040816326,-0.43198180614539944
16,0.8163265306122448,-0.5257246310473838
16,0.8571428571428571,-0.6514173017959158
16,0.8979591836734693,-0.8116238166435816
16,0.9387755102040816,-0.9882793334405542
16,0.9795918367346939,-1.1320307521415442
16,1.0,-1.172609090142141
16,1.0204081632653061,-1.1859384422419095
16,1.0612244897959182,-1.1340906570936982
16,1.1020408163265305,-1.0105446069930546
16,1.1428571428571428,-0.8623896936953548
16,1.183673469387755,-0.7211445752949793
16,1.2244897959183672,-0.5999266618944121
16,1.2653061224489794,-0.5008605678475325
16,1.3061224489795917,-0.4214994990481422
16,1.346938775510204,-0.3582153553481751
16,1.3877551020408163,-0.307571145597635
16,1.4285714285714284,-0.26672765014826416
16,1.4693877551020407,-0.23346829890038817
16,1.510204081632653,-0.20610327089863192
16,1.5510204081632653,-0.18335442189978185
16,1.5918367346938773,-0.16425448205074164
16,1.6326530612244896,-0.1480676811484186
16,1.673469387755102,-0.13423005895042187
16,1.7142857142857142,-0.1223054857494058
16,1.7551020408163265,-0.1119534768493795
16,1.7959183673469385,-0.10290566189940262
16,1.8367346938775508,-0.09494850449702744
16,1.8775510204081631,-0.08791055014998468
16,1.9183673469387754,-0.08165291834840514
16,1.9591836734693877,-0.07606218724815059
16,2.0,-0.07104499694885555
17,0.0,-6.100675520275268e-09
17,0.04081632653061224,-0.010218979551379292
17,0.08163265306122448,-0.02052790979964899
17,0.12244897959183673,-0.03101959125097693
17,0.16326530612244897,-0.041792725002657724
17,0.2040816326530612,-0.05295537229797755
17,0.24489795918367346,-0.06462911359930006
17,0.2857142857142857,-0.07695424464831503
17,0.32653061224489793,-0.09009655064725437
17,0.36734693877551017,-0.10425638030041018
17,0.4081632653061224,-0.11968117860005488
17,0.44897959183673464,-0.13668328170312433
17,0.4897959183673469,-0.15566583330026856
17,0.5306122448979591,-0.1771617439960178
17,0.5714285714285714,-0.2018941472989962
17,0.6122448979591836,-0.23087364354594536
17,0.6530612244897959,-0.26556060094654943
17,0.6938775510204082,-0.30814419734535214
17,0.7346938775510203,-0.36202178740103874
17,0.7755102040816326,-0.4325562858980531
17,0.8163265306122448,-0.5279141876944725
17,0.8571428571428571,-0.6585370783475254
17,0.8979591836734693,-0.8306991116980835
17,0.9387755102040816,-1.0283122010944858
17,0.9795918367346939,-1.1945605345375379
17,1.0,-1.2419506207424729
17,1.0204081632653061,-1.2570252239913844
17,1.0612244897959182,-1.1942765471927883
17,1.1020408163265305,-1.050264665396264
17,1.1428571428571428,-0.883157870745542
17,1.183673469387755,-0.728732214545169
17,1.2244897959183672,-0.5997146647967591
17,1.2653061224489794,-0.4965522733486271
17,1.3061224489795917,-0.4153179585964498
17,1.346938775510204,-0.3513937073989243
17,1.3877551020408163,-0.30075203264559625
17,1.4285714285714284,-0.2602216712482447
17,1.4693877551020407,-0.22740637615054973
17,1.510204081632653,-0.20052248559811664
17,1.5510204081632653,-0.17824509964841995
17,1.5918367346938773,-0.15958553369783504
17,1.6326530612244896,-0.14379992584928777
17,1.673469387755102,-0.13032301594743223
17,1.7142857142857142,-0.118720639099345
17,1.7551020408163265,-0.10865565484780998
17,1.7959183673469385,-0.0998634720493893
17,1.8367346938775508,-0.09213425800009427
17,1.8775510204081631,-0.0852999789491234
17,1.9183673469387754,-0.07922481784720382
17,1.9591836734693877,-0.07379804129966032
17,2.0,-0.06892861414930314
18,0.0,1.7646994976301253e-08
18,0.04081632653061224,-0.01021897924606796
18,0.08163265306122448,-0.020527908300847907
18,0.12244897959183673,-0.03101959150077711
18,0.16326530612244897,-0.04179272430321722
18,0.2040816326530612,-0.05295537475157044
18,0.24489795918367346,-0.06462911344941995
18,0.2857142857142857,-0.07695424629699622
18,0.32653061224489793,-0.09009655069721441
18,0.36734693877551017,-0.10425638055021036
18,0.4081632653061224,-0.11968117909965524
18,0.44897959183673464,-0.13668328335180552
18,0.4897959183673469,-0.15566583300050835
18,0.5306122448979591,-0.17716174575017019
18,0.5714285714285714,-0.20189417895145464
18,0.6122448979591836,-0.2308739184482685
18,0.6530612244897959,-0.26556267905090464
18,0.6938775510204082,-0.30815766174716774
18,0.7346938775510203,-0.3620975469496727
18,0.7755102040816326,-0.4329272151464785
18,0.8163265306122448,-0.5294847749991178
18,0.8571428571428571,-0.6641806339481091
18,0.8979591836734693,-0.8472715497975796
18,0.9387755102040816,-1.065828012590487
18,0.9795918367346939,-1.256000447438886
18,1.0,-1.3107505001910997
18,1.0204081632653061,-1.3275561595939749
18,1.0612244897959182,-1.252429898793272
18,1.1020408163265305,-1.0865094331942036
18,1.1428571428571428,-0.9003001879389488
18,1.183673469387755,-0.7334271563415842
18,1.2244897959183672,-0.5975526695972389
18,1.2653061224489794,-0.4910994387481461
18,1.3061224489795917,-0.4085745245464446
18,1.346938775510204,-0.3443949524955723
18,1.3877551020408163,-0.2939944115967932
18,1.4285714285714284,-0.25391670519903287
18,1.4693877551020407,-0.22162105279687455
18,1.510204081632653,-0.19525397629987823
18,1.5510204081632653,-0.17345954379963274
18,1.5918367346938773,-0.15523764305034768
18,1.6326530612244896,-0.1398425713468874
18,1.673469387755102,-0.12671161019800736
18,1.7142857142857142,-0.11541487089852139
18,1.7551020408163265,-0.10561994229704914
18,1.7959183673469385,-0.09706678369905933
18,1.8367346938775508,-0.08954969690163804
18,1.8775510204081631,-0.08290427790048716
18,1.9183673469387754,-0.07699784235154011
18,1.9591836734693877,-0.07172233170102602
18,2.0,-0.06698899959978712
19,0.0,8.099076964587458e-09
19,0.04081632653061224,-0.010218979251619076
19,0.08163265306122448,-0.020527907595856286
19,0.12244897959183673,-0.031019593349298446
19,0.16326530612244897,-0.04179272405341704
19,0.2040816326530612,-0.052955374251970076
19,0.24489795918367346,-0.06462911274442833
19,0.2857142857142857,-0.07695424669667651
19,0.32653061224489793,-0.09009655129673484
19,0.36734693877551017,-0.10425637960096967
19,0.4081632653061224,-0.11968118175308827
19,0.44897959183673464,-0.1366832820972535
19,0.4897959183673469,-0.15566583300050835
19,0.5306122448979591,-0.17716174505072968
19,0.5714285714285714,-0.20189418949857338
19,0.6122448979591836,-0.23087402924852635
19,0.6530612244897959,-0.2655636227460267
19,0.6938775510204082,-0.3081645693438846
19,0.7346938775510203,-0.3621411713981705
19,0.7755102040816326,-0.43316561710021073
19,0.8163265306122448,-0.5306060626507281
19,0.8571428571428571,-0.668633863993911
19,0.8979591836734693,-0.8616187479436774
19,0.9387755102040816,-1.1009285104429707
19,0.9795918367346939,-1.3163802175389177
19,1.0,-1.3790442202364501
19,1.0204081632653061,-1.3975479396929928
19,1.0612244897959182,-1.308515831041389
19,1.1020408163265305,-1.1193785375933571
19,1.1428571428571428,-0.9141298579924472
19,1.183673469387755,-0.7356494248940794
19,1.2244897959183672,-0.5938461260473991
19,1.2653061224489794,-0.48483108369650096
19,1.3061224489795917,-0.4015087168464446
19,1.346938775510204,-0.33737953589797387
19,1.3877551020408163,-0.2873970678477546
19,1.4285714285714284,-0.24786669424851904
19,1.4693877551020407,-0.21613510854803744
19,1.510204081632653,-0.19029964154912657
19,1.5510204081632653,-0.16898611419791415
19,1.5918367346938773,-0.15119075224735196
19,1.6326530612244896,-0.13617062490000773
19,1.673469387755102,-0.12336822804911665
19,1.7142857142857142,-0.11235948734959698
19,1.7551020408163265,-0.10281754459983505
19,1.7959183673469385,-0.09448732464716608
19,1.8367346938775508,-0.08716743669866038
19,1.8775510204081631,-0.0806971518990938
19,1.9183673469387754,-0.07494689075133482
19,1.9591836734693877,-0.06981119370040652
19,2.0,-0.06520352190077544
